input_idx,input_val,weight,prod,contrib
123,112,-4,-448,-1
124,0,26,0,0
125,25,64,1600,1
126,0,56,0,0
127,116,20,2320,2
128,57,75,4275,4
129,32,2,64,0
130,0,77,0,0
131,60,33,1980,1
132,0,38,0,0
133,48,-44,-2112,-3
134,100,17,1700,1
135,127,5,635,0
136,34,43,1462,1
137,58,20,1160,1
138,0,-44,0,0
139,0,82,0,0
140,0,-44,0,0
141,0,56,0,0
142,47,66,3102,3
143,26,69,1794,1
144,98,46,4508,4
145,30,6,180,0
146,53,48,2544,2
147,124,2,248,0
148,136,40,5440,5
149,0,-23,0,0
150,0,-21,0,0
151,91,14,1274,1
152,0,30,0,0
153,88,-5,-440,-1
154,0,60,0,0
155,33,13,429,0
156,55,7,385,0
157,0,-40,0,0
158,88,50,4400,4
159,108,2,216,0
160,0,74,0,0
161,0,-19,0,0
162,0,-45,0,0
163,0,-11,0,0
164,0,-10,0,0
165,3,41,123,0
166,67,68,4556,4
167,70,58,4060,3
168,0,-30,0,0
169,61,-41,-2501,-3
170,105,-30,-3150,-4
171,25,-47,-1175,-2
172,0,52,0,0
173,58,20,1160,1
174,0,-28,0,0
175,0,-38,0,0
176,93,-27,-2511,-3
177,81,39,3159,3
178,110,-45,-4950,-5
179,0,1,0,0
180,0,13,0,0
181,0,-16,0,0
182,0,28,0,0
183,0,7,0,0
184,0,-21,0,0
185,141,5,705,0
186,0,-31,0,0
187,7,28,196,0
188,0,-1,0,0
189,47,-17,-799,-1
190,26,5,130,0
191,116,73,8468,8
192,0,-43,0,0
193,0,70,0,0
194,34,-32,-1088,-2
195,0,-22,0,0
196,0,-3,0,0
197,82,-13,-1066,-2
198,0,74,0,0
199,0,-45,0,0
200,0,16,0,0
201,26,-30,-780,-1
202,115,23,2645,2
203,0,3,0,0
204,3,37,111,0
205,31,-26,-806,-1
206,118,48,5664,5
207,76,-34,-2584,-3
208,0,-2,0,0
209,0,8,0,0
210,0,-8,0,0
211,90,-23,-2070,-3
212,0,-30,0,0
213,0,73,0,0
214,136,-62,-8432,-9
215,61,39,2379,2
216,0,68,0,0
217,117,72,8424,8
218,0,52,0,0
219,0,61,0,0
220,32,-26,-832,-1
221,0,6,0,0
222,0,9,0,0
223,76,8,608,0
224,87,11,957,0
225,134,17,2278,2
226,0,-38,0,0
227,149,29,4321,4
228,0,-45,0,0
229,82,78,6396,6
230,0,44,0,0
231,0,70,0,0
232,128,-6,-768,-1
233,0,-8,0,0
234,132,4,528,0
235,0,-36,0,0
236,51,21,1071,1
237,108,-17,-1836,-2
238,0,-30,0,0
239,0,-9,0,0
240,0,17,0,0
241,138,10,1380,1
242,86,23,1978,1
243,10,53,530,0
244,8,6,48,0
245,67,-9,-603,-1
246,94,70,6580,6
247,127,50,6350,6
248,0,-20,0,0
249,0,62,0,0
250,45,-45,-2025,-2
251,135,-8,-1080,-2
252,0,30,0,0
253,144,29,4176,4
254,0,11,0,0
255,137,42,5754,5
